cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,1,TEACHER REFERENCE — not projected to studentsCycle 3 · Energy Flow & Trophic PyramidsUnit 1 · 3 class cycles,printed+run,Amoeba Sisters — Food Webs & Energy Pyramids — https://www.youtube.com/watch?v=-oVavgmveyY,https://www.youtube.com/watch?v=-oVavgmveyY,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,1,TEACHER REFERENCE — not projected to studentsCycle 3 · Energy Flow & Trophic PyramidsUnit 1 · 3 class cycles,printed+run,Crash Course Ecology — Ecosystem Ecology: Links in the Chain — https://www.youtube.com/watch?v=v6ubvEJ3KGM,https://www.youtube.com/watch?v=v6ubvEJ3KGM,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,4,Bellringer,run,Feed the Dingo — keep an ecosystem alive by balancing who eats whom. Notice what happens when the plants run out.,https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,4,Bellringer,run,CK-12 Biology — Trophic Levels (6.4),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.4/primary/lesson/trophic-levels-bio/,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,4,Bellringer,run,Khan Academy — Trophic levels,https://www.khanacademy.org/science/high-school-biology/hs-ecology/trophic-levels,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,9,Explore — the Energy Tank Model,run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/energy.html,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,16,Day 1 activity · Critical Aspect 1,run,Open: Station Checksheet — record your answers there too,https://drive.google.com/file/d/1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi/view,drivefile/view,1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,17,Day 1 activity · Critical Aspect 1,run,Open: Station Checksheet — record your answers there too,https://drive.google.com/file/d/1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi/view,drivefile/view,1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,25,Day 2 activity · Critical Aspect 2,run,Open: Station Checksheet — finish the pyramid station,https://drive.google.com/file/d/1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi/view,drivefile/view,1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,27,Optional challenge,run,Need the 10% rule again? Open the Energy Tank Model,https://answerable-biology-models.netlify.app/energy.html,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,31,Activity and resource links,run,Energy Tank Model (interactive),https://answerable-biology-models.netlify.app/energy.html,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,31,Activity and resource links,run,Bellringer sim — Feed the Dingo,https://biomanbio.com/HTML5GamesandLabs/EcoGames/ecology.html,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,31,Activity and resource links,run,Station Checksheet,https://drive.google.com/file/d/1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi/view,drivefile/view,1aHuzgv8b4uH34j18JP-7fE8PK_twNSsi,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,31,Activity and resource links,run,FOR READERS — CK-12 Biology — Trophic Levels (6.4),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.4/primary/lesson/trophic-levels-bio/,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,31,Activity and resource links,run,FOR TESTERS — Khan Academy — Trophic levels,https://www.khanacademy.org/science/high-school-biology/hs-ecology/trophic-levels,external,,,external (not checked live),n/a — external,,
Cycle 03,Cycle 03 — Energy Flow & Trophic Pyramids (Unit 1),▶ LIVE — Cycle 03 — Energy Flow & Trophic Pyramids.pptx,32,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,NAGT Reservoir Cards,https://cdn.serc.carleton.edu/files/nagt/programs/teachingmaterials/reservoir_cards.doc,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed+run,Gizmo: Carbon Cycle (ExploreLearning — subscription) https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1061,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1061,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed+run,PhET — The Greenhouse Effect (extra sim) — https://phet.colorado.edu/en/simulations/greenhouse-effect,https://phet.colorado.edu/en/simulations/greenhouse-effect,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed+run,HHMI BioInteractive — The Geologic Carbon Cycle — https://www.biointeractive.org/classroom-resources/geologic-carbon-cycle,https://www.biointeractive.org/classroom-resources/geologic-carbon-cycle,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed+run,Amoeba Sisters — Carbon and Nitrogen Cycles — https://www.youtube.com/watch?v=NHqEthRCqQ4,https://www.youtube.com/watch?v=NHqEthRCqQ4,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,3,Bellringer,run,"Skim the diagram of where carbon hides on Earth — air, plants, animals, soil, oceans.",https://biomanbio.com/HTML5GamesandLabs/EcoGames/carbonquest-page.html,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,3,Bellringer,run,CK-12 Biology — Carbon Cycle (6.6),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.6/primary/lesson/carbon-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,3,Bellringer,run,Khan Academy — Biogeochemical cycles,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-biogeochemical-cycles,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,8,Explore — the Carbon Tank Model,printed+run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/carbon.html,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,15,Day 1 activity · Critical Aspect 1,run,Open: Carbon Companion Activity (in this cycle's folder),https://drive.google.com/file/d/1pAD2wAq5xgZyLkJLQ_a1Pjxk7ugtC7lV/view,drivefile/view,1pAD2wAq5xgZyLkJLQ_a1Pjxk7ugtC7lV,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,15,Day 1 activity · Critical Aspect 1,run,Watch: Veritasium — Where Do Trees Get Their Mass? (about 4 min),https://www.youtube.com/watch?v=2KZb2_vcNTg,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,23,Day 2 activity · Critical Aspect 2,run,"Roll here: Carbon Cycle Game — digitized version, nothing to print",https://science.dbuckley.dev/labs/carbon-cycle,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,24,"What if?  /  Critical aspect: Matter cycles, energy does not",run,Read first: UCAR — how humans change the carbon cycle,https://biomanbio.com/HTML5GamesandLabs/EcoGames/carbonquest-page.html,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,25,Optional challenge,run,Read first: UCAR — the changing carbon cycle,https://scied.ucar.edu/learning-zone/climate-change-impacts/changing-carbon-cycle,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,27,CONCEPT BANK,run,CK-12 Biology — Carbon Cycle (6.6),https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.6/primary/lesson/carbon-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,27,CONCEPT BANK,run,Khan Academy — Biogeochemical cycles,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-biogeochemical-cycles,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://answerable-biology-models.netlify.app/carbon.html,https://answerable-biology-models.netlify.app/carbon.html,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://biomanbio.com/HTML5GamesandLabs/EcoGames/carbonquest-page.html,https://biomanbio.com/HTML5GamesandLabs/EcoGames/carbonquest-page.html,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://cdn.serc.carleton.edu/files/nagt/programs/teachingmaterials/reservoir_cards.doc,https://cdn.serc.carleton.edu/files/nagt/programs/teachingmaterials/reservoir_cards.doc,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://cdn.serc.carleton.edu/files/nagt/programs/teachingmaterials/teachers_notes_carbon_cycle.docx,https://cdn.serc.carleton.edu/files/nagt/programs/teachingmaterials/teachers_notes_carbon_cycle.docx,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,run,Carbon Companion Activity (Day 1),https://drive.google.com/file/d/1pAD2wAq5xgZyLkJLQ_a1Pjxk7ugtC7lV/view,drivefile/view,1pAD2wAq5xgZyLkJLQ_a1Pjxk7ugtC7lV,33,OK — file found,kvd@answerableteaching.com : My Drive/BIOLOGY (Shared)/Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,run,Journey through the carbon cycle — no printable; the cards and the recording space are on the Day 2 activity slide.,https://drive.google.com/file/d/1vqwnoDMH9wiP0M4_zYvlkoFcWejTlaXA/view,drivefile/view,1vqwnoDMH9wiP0M4_zYvlkoFcWejTlaXA,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"The label itself reads 'no printable — the cards and the recording space are on the Day 2 activity slide', yet the line carries a hyperlink to a dead id. A worksheet named 'Cycle 04 — Journey Through the Carbon Cycle — Student Worksheet' DOES exist, but only in 03 Biology (Materials AIHS Agenda), not in the Cycle 04 folder or its print subfolder. Either the link should be removed to match the label, or the worksheet should be placed in the cycle folder. Katherine's call — not mechanical."
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.6/primary/lesson/carbon-cycle-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.6/primary/lesson/carbon-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,endParaRPr+printed+run,Carbon Cycle Game — digitized version (no printing),https://science.dbuckley.dev/labs/carbon-cycle,external,,,external (not checked live),n/a — external,,
Cycle 04,Cycle 04 — Cycles of Matter_ The Carbon Cycle (Unit 1),▶ LIVE — Cycle 04 — Cycles of Matter_ The Carbon Cycle — with Concept Bank.pptx,29,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-biogeochemical-cycles,https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-biogeochemical-cycles,external,,,external (not checked live),n/a — external,,
